branch,college_tier,cgpa,backlogs,coding_skills,dsa_score,aptitude_score,communication_skills,ml_knowledge,system_design,internships,projects_count,certifications,hackathons,open_source_contributions,extracurriculars,placement_status,salary_package_lpa
5,1,7.57,2,6.1,6.7,81.3,9.1,8.6,2.2,2,0,1,1,0,2,1,19.13
4,1,7.37,0,7.0,4.8,78.2,6.3,10.0,3.5,0,1,4,2,0,0,1,18.91
4,1,7.65,0,2.8,5.4,51.9,6.3,4.8,3.5,0,2,1,2,1,0,1,15.51
3,2,8.39,0,6.7,3.7,60.6,7.2,7.3,2.7,3,3,2,0,0,1,1,19.97
3,2,7.07,0,4.6,4.9,78.5,5.0,5.8,4.8,0,2,3,0,0,1,1,13.06
5,1,8.67,0,4.2,6.2,74.2,3.1,3.7,2.6,1,3,0,1,1,1,1,16.65
5,1,6.82,2,3.8,6.5,72.4,7.6,5.3,5.8,1,1,2,2,2,0,1,15.07
5,1,7.5,2,4.4,8.6,77.1,7.1,6.2,1.0,2,1,3,0,1,2,1,18.47
2,1,8.58,0,4.0,5.2,78.2,7.6,4.6,4.5,1,3,1,0,0,3,0,17.31
6,1,7.54,0,6.5,2.6,63.4,7.0,4.9,3.1,3,1,1,0,1,1,0,17.31
6,1,8.52,3,6.2,3.4,63.3,8.2,6.0,5.7,0,2,1,0,0,1,0,17.31
5,1,6.76,0,3.4,7.0,74.3,7.2,3.0,5.3,1,0,4,3,0,2,1,16.5
4,1,7.1,1,5.3,6.0,81.3,6.5,4.1,2.2,1,4,1,0,1,0,0,17.31
4,2,7.99,1,5.8,6.0,74.6,5.6,5.8,9.6,1,2,3,2,1,1,1,19.96
5,1,8.37,0,7.6,6.7,55.1,4.7,4.4,4.5,2,5,2,0,0,1,1,19.37
5,1,8.14,0,5.2,6.6,63.3,5.6,6.3,2.1,2,3,2,0,2,3,1,17.19
3,1,8.09,0,5.0,4.6,71.5,9.2,3.2,6.6,1,5,0,1,0,2,1,16.11
3,0,7.79,1,6.3,3.4,89.0,8.6,3.7,4.6,0,3,4,0,0,1,1,17.85
1,2,5.98,1,6.3,5.1,79.2,5.2,3.5,5.7,0,4,1,0,1,2,1,13.64
0,1,6.75,1,6.4,5.0,47.8,5.2,4.3,4.1,1,3,1,0,1,2,1,15.91
1,0,6.79,0,6.7,5.3,61.0,5.9,1.9,1.6,3,2,1,0,1,1,1,20.37
6,2,7.94,1,4.9,7.6,68.7,3.6,4.9,6.8,2,1,1,0,0,0,1,20.23
0,0,6.69,0,4.0,7.1,79.9,5.8,5.8,4.3,3,2,1,2,0,1,0,17.31
3,1,5.06,0,5.0,8.8,69.1,7.6,3.8,4.7,0,1,1,0,0,0,0,17.31
0,2,7.21,1,7.5,1.5,59.7,6.4,2.6,1.6,2,3,1,3,1,0,1,13.76
1,2,7.09,0,5.6,5.3,73.8,6.0,9.6,3.1,0,2,3,0,0,1,1,15.39
1,1,7.86,0,7.8,6.2,64.8,5.6,5.5,4.1,1,1,1,1,0,1,1,19.83
5,1,8.14,0,5.1,8.3,69.6,7.0,2.1,0.9,2,1,2,0,2,0,1,17.48
3,1,7.31,0,6.1,4.6,66.6,6.6,1.2,3.9,1,4,1,1,1,1,1,14.51
1,1,6.95,0,7.9,6.4,71.6,4.8,2.9,2.5,0,2,2,0,1,1,1,13.57
0,1,7.26,0,5.5,2.5,66.6,7.4,3.3,3.6,0,3,1,0,1,2,1,12.52
5,2,7.26,0,5.2,7.4,59.4,5.5,6.6,4.4,2,1,1,1,0,1,1,19.82
1,0,7.19,0,6.6,6.7,62.0,5.9,8.5,0.0,1,5,2,1,0,1,1,21.25
4,1,6.85,0,5.7,6.0,52.5,7.5,4.2,4.1,0,2,0,0,0,0,0,17.31
1,2,8.01,0,6.0,5.2,80.5,4.1,4.3,2.2,1,3,1,2,0,1,0,17.31
1,1,7.61,1,7.7,8.8,81.3,5.0,3.0,5.3,1,3,2,2,2,1,1,18.73
0,2,6.42,3,7.7,5.1,58.4,4.0,5.1,2.6,1,1,1,2,2,1,0,17.31
0,2,6.54,2,4.4,6.7,61.0,4.7,2.1,4.0,2,3,1,0,1,2,0,17.31
4,1,7.44,0,5.3,2.9,41.1,7.1,4.2,3.9,2,3,3,1,0,0,1,15.66
4,2,5.56,0,6.9,4.3,73.0,3.3,3.1,3.3,0,2,3,3,0,0,0,17.31
2,2,7.27,0,4.5,6.8,63.7,6.2,1.5,5.9,1,1,2,2,0,1,0,17.31
6,2,6.95,3,6.5,3.7,53.2,4.7,9.1,6.8,2,4,2,0,0,2,0,17.31
3,2,6.94,1,7.1,7.8,78.5,6.2,2.5,2.0,0,3,2,1,0,0,0,17.31
5,2,6.54,0,4.7,3.8,53.9,7.0,5.1,3.5,2,3,2,0,0,2,0,17.31
3,2,6.61,1,5.9,5.7,61.6,6.3,3.7,8.1,3,2,2,0,0,2,0,17.31
6,1,7.44,0,8.0,6.3,74.9,3.8,4.2,5.9,3,0,1,1,0,2,0,17.31
1,2,5.81,0,7.2,5.0,66.6,8.6,0.9,5.2,1,4,2,0,0,2,1,12.96
1,2,6.95,0,5.7,3.5,73.4,4.4,0.0,4.9,0,1,0,1,1,2,0,17.31
2,2,6.89,0,8.4,7.4,49.0,5.3,5.9,2.7,0,3,0,2,1,1,1,18.16
5,2,7.24,0,8.6,3.5,57.0,6.0,6.1,3.8,0,0,3,0,0,1,1,14.35
4,2,6.23,1,8.0,2.7,58.5,6.0,5.7,3.1,2,5,1,0,0,0,1,18.54
6,1,7.52,0,7.4,5.3,53.5,7.8,5.9,4.7,1,2,3,0,1,0,1,16.89
1,1,7.63,1,7.8,7.3,58.9,8.0,6.2,5.7,0,3,1,1,0,1,1,18.08
1,2,7.57,0,5.1,6.4,56.0,8.3,4.2,5.3,0,3,2,0,0,1,1,16.57
3,2,7.06,0,5.6,7.1,69.2,7.0,3.9,3.6,0,4,1,2,0,2,1,14.24
0,2,6.65,0,3.4,4.4,50.0,6.9,5.4,4.6,1,1,2,0,0,1,1,12.77
4,1,7.56,0,6.5,5.8,52.5,6.9,3.5,6.1,2,2,2,2,2,1,1,16.52
4,0,8.12,0,1.8,5.2,80.8,3.6,6.2,5.8,1,5,2,1,0,2,1,18.06
3,2,6.64,2,7.5,1.7,83.6,6.8,3.3,4.7,2,4,1,0,1,1,1,14.33
2,2,5.1,0,5.9,3.7,60.3,4.1,6.1,5.1,3,3,3,0,0,3,0,17.31
4,2,7.42,0,7.4,7.9,69.3,4.1,7.8,5.5,0,3,1,1,0,0,1,20.03
0,1,8.12,0,5.6,9.1,27.8,6.1,5.5,5.1,0,4,1,0,2,0,1,18.47
0,2,6.37,0,6.0,5.9,65.6,7.6,4.6,3.6,3,2,1,2,2,2,1,16.76
6,1,8.15,0,7.0,3.4,64.8,6.1,5.8,2.7,1,3,1,0,2,2,1,18.04
1,1,7.7,0,6.1,8.7,71.0,6.0,2.7,7.0,1,3,1,1,1,0,1,21.72
3,0,6.18,3,5.0,4.6,58.4,3.9,5.5,7.6,0,1,1,2,0,0,0,17.31
5,2,8.12,1,4.9,6.4,62.2,2.8,10.0,6.3,1,4,0,0,1,1,0,17.31
1,1,7.94,0,6.9,6.5,63.4,4.7,3.6,1.4,1,1,1,1,0,1,1,14.41
1,1,7.09,0,7.7,7.7,60.5,6.9,7.6,3.7,2,5,1,0,0,2,1,21.13
1,1,8.14,1,3.9,2.9,63.2,6.5,8.9,4.4,0,3,3,1,0,0,1,13.42
1,2,7.41,0,5.4,6.0,49.2,8.9,6.4,4.8,0,1,4,0,2,1,1,16.03
5,1,6.65,1,7.4,5.2,79.4,4.5,3.9,5.6,1,5,2,0,0,2,1,17.99
4,1,7.88,0,5.8,2.9,54.7,10.0,3.7,2.8,1,4,1,1,0,2,1,13.23
6,0,6.85,0,6.7,6.9,66.3,8.8,2.9,3.7,2,3,1,1,1,0,1,19.18
1,2,6.92,1,7.8,7.3,86.1,6.1,0.0,5.3,3,2,0,2,1,2,1,18.7
6,2,7.19,0,6.9,7.6,66.5,3.1,4.2,2.8,3,1,1,0,1,0,1,20.65
6,2,8.09,0,5.1,4.3,49.9,6.9,5.2,4.9,2,2,2,1,1,1,1,17.56
1,2,7.43,0,6.6,7.6,37.8,6.5,9.2,4.1,1,4,1,0,0,0,0,17.31
6,2,6.44,0,8.8,3.5,78.2,9.3,4.3,3.3,1,1,1,2,0,2,1,16.4
3,1,5.76,0,4.9,2.6,66.2,4.3,2.8,4.9,2,1,3,0,1,1,0,17.31
0,2,6.81,0,3.8,7.4,70.0,6.1,4.5,3.0,2,4,1,0,0,0,0,17.31
4,0,9.9,0,7.6,5.7,67.6,3.6,5.3,2.6,2,4,2,0,1,1,1,22.85
1,1,8.64,1,6.1,5.6,70.0,4.2,2.7,2.4,1,5,3,0,0,0,1,16.67
3,1,6.54,0,3.9,5.8,74.8,5.7,2.0,5.3,3,3,1,2,0,1,0,17.31
4,2,8.61,0,6.7,6.4,67.3,6.3,2.7,2.5,0,2,4,0,0,2,1,15.45
6,2,8.19,0,8.1,6.6,60.8,3.4,4.0,3.2,1,1,3,1,1,0,0,17.31
5,1,6.7,1,6.6,4.5,50.4,5.2,1.9,3.5,0,2,1,0,0,3,0,17.31
4,2,9.43,0,5.6,3.2,48.9,6.0,3.4,4.1,0,2,0,0,0,1,1,14.15
1,1,7.01,0,4.8,2.1,77.7,6.4,0.0,5.2,0,1,3,0,0,2,1,12.57
1,2,8.01,0,6.7,5.9,62.0,4.0,4.2,3.1,0,1,1,0,0,0,0,17.31
4,2,5.43,0,6.3,6.4,44.6,6.7,4.0,3.8,2,2,2,1,0,0,1,17.32
1,2,5.91,0,5.6,4.3,62.6,7.6,9.9,4.3,0,0,1,0,2,0,1,16.44
0,2,7.7,0,7.6,4.3,67.0,8.7,5.3,1.6,0,2,2,0,0,2,1,15.78
2,2,7.02,0,5.5,8.4,66.0,8.4,5.8,1.8,1,2,3,0,0,0,0,17.31
0,1,8.04,0,6.9,7.0,81.0,6.6,6.7,2.9,2,4,3,0,0,0,1,22.01
3,2,8.31,0,6.1,4.9,84.3,6.1,2.7,3.0,2,3,3,1,1,1,0,17.31
4,1,6.44,0,4.3,5.9,84.2,7.4,1.6,4.8,1,3,1,2,1,0,1,13.22
6,1,7.36,0,6.2,6.9,65.6,7.6,5.2,1.9,1,3,2,2,1,0,1,18.9
0,0,8.23,2,7.3,6.8,82.5,5.6,0.0,4.1,1,3,1,3,0,2,1,19.38
2,2,8.09,0,5.8,4.8,37.3,5.3,3.0,3.6,1,5,1,0,0,1,1,14.22
3,1,6.18,0,6.2,4.6,85.1,7.4,6.8,5.8,2,1,4,2,0,2,0,17.31
2,2,5.64,0,7.4,4.3,61.8,6.4,4.8,3.9,0,4,1,0,0,0,1,15.68
2,1,7.47,0,4.9,3.6,61.5,8.3,4.3,4.5,0,5,3,1,0,1,1,15.67
1,1,8.67,0,2.4,2.4,56.2,6.9,5.3,1.3,0,5,2,3,0,0,1,11.88
1,2,7.16,0,6.5,5.5,62.0,5.4,4.2,4.9,2,3,0,1,0,1,1,16.6
1,1,6.43,1,5.2,7.8,83.4,5.2,0.0,6.7,3,3,1,0,0,2,1,20.21
1,2,6.41,0,7.5,6.4,60.7,6.5,4.4,5.8,1,3,4,2,2,2,1,17.45
1,1,7.01,1,6.2,4.6,61.5,5.4,4.5,3.6,0,2,1,1,0,1,0,17.31
4,1,5.67,1,5.8,3.5,58.7,3.3,6.4,1.6,0,1,1,1,2,0,0,17.31
1,2,6.99,0,6.8,4.1,71.9,4.9,3.5,0.7,1,2,1,0,2,2,1,11.35
3,1,6.6,1,3.9,9.2,72.0,4.7,8.3,3.7,3,2,1,0,0,3,1,21.23
5,2,6.98,0,8.0,5.7,77.0,6.5,2.2,6.0,3,1,2,0,0,0,0,17.31
1,1,8.87,0,7.2,4.5,49.5,5.2,7.1,1.6,0,2,3,1,0,3,1,15.48
5,2,8.07,1,7.3,6.4,59.4,6.7,0.5,8.3,1,1,2,0,1,0,1,17.81
3,1,7.88,2,6.3,6.8,52.3,5.7,3.1,1.0,0,2,3,0,0,1,1,16.04
1,0,7.19,0,5.7,8.8,56.0,6.3,2.3,5.1,0,0,0,0,0,1,0,17.31
4,2,7.76,0,6.7,4.2,75.0,5.7,4.1,4.3,0,3,1,0,1,2,1,14.84
4,0,6.38,0,5.8,6.5,49.8,6.1,4.0,5.7,1,2,1,0,0,1,0,17.31
5,2,6.18,0,5.7,6.3,72.6,8.0,5.7,6.4,0,1,0,0,0,2,0,17.31
4,0,7.3,0,7.7,6.0,61.1,6.3,8.6,4.7,0,3,1,0,0,2,0,17.31
5,2,7.93,1,5.4,4.7,70.4,7.1,4.9,3.2,1,0,2,0,0,2,1,16.44
3,0,6.91,1,6.2,2.8,70.7,6.8,2.2,2.7,2,4,3,1,0,0,1,15.17
1,2,7.14,0,5.1,2.0,74.6,5.5,3.5,3.9,0,1,1,1,1,3,0,17.31
5,1,6.18,1,6.6,4.6,86.3,6.0,3.9,3.7,1,1,3,0,0,1,1,15.28
5,1,7.99,0,6.7,6.9,73.0,5.4,4.7,2.3,0,4,2,0,2,0,1,15.89
2,1,7.8,0,5.1,4.8,63.7,5.7,3.4,5.2,3,2,1,1,2,3,1,18.59
6,0,8.78,0,5.3,2.5,79.7,6.9,6.7,7.0,3,4,0,0,0,0,1,21.99
3,1,7.22,0,5.3,5.4,62.3,6.8,4.9,4.4,2,4,0,0,0,1,1,17.57
5,1,8.14,2,6.5,7.1,86.3,2.6,7.3,3.7,0,3,0,1,1,1,0,17.31
3,1,5.86,0,6.2,4.4,72.8,4.1,4.2,4.0,1,2,2,0,0,0,0,17.31
2,2,6.09,0,3.8,4.8,67.3,7.3,5.5,4.7,1,3,1,0,0,2,0,17.31
5,0,7.12,2,4.5,1.2,88.9,5.7,7.3,6.6,3,2,1,0,1,2,1,18.12
6,1,6.38,0,4.9,5.9,59.3,7.0,3.3,4.4,0,4,1,1,2,3,1,10.94
5,2,6.99,2,5.4,3.0,61.5,5.6,5.2,2.7,1,2,1,1,2,1,1,13.38
5,1,8.47,0,5.5,6.1,66.9,6.7,3.8,5.5,0,1,1,2,0,0,1,16.6
1,1,7.15,0,7.2,6.4,69.4,4.6,5.6,3.3,3,1,1,1,1,1,1,20.6
2,2,6.62,2,6.5,7.0,48.6,3.9,7.1,2.3,1,1,0,0,1,1,1,18.31
6,2,8.26,0,2.2,3.1,54.7,6.5,6.3,6.7,1,1,2,0,0,3,0,17.31
5,2,5.8,2,4.4,8.3,66.7,4.4,3.8,5.6,0,3,2,0,0,1,1,15.97
3,1,7.1,1,4.6,5.2,62.5,8.0,3.1,1.2,0,2,1,0,1,2,1,14.91
5,0,6.92,0,3.6,5.6,65.3,6.8,0.2,6.3,0,2,1,2,0,0,1,16.44
3,2,7.09,0,3.7,9.3,42.6,3.6,6.3,2.8,3,4,1,0,0,1,1,20.72
1,2,6.57,1,9.2,5.7,81.6,5.7,3.8,2.9,0,2,2,0,0,3,1,15.38
2,2,5.68,0,7.4,4.9,79.0,7.5,2.8,0.3,0,2,0,0,1,2,0,17.31
1,0,7.4,0,6.5,7.7,100.0,8.3,6.3,3.3,1,4,3,1,0,1,1,20.84
3,2,6.64,1,5.6,6.1,51.2,4.3,7.6,4.6,0,1,1,1,0,2,0,17.31
2,1,7.0,0,3.9,4.7,75.1,5.8,2.4,4.7,2,5,1,1,1,1,0,17.31
2,2,5.74,0,5.8,8.1,71.2,5.7,1.3,3.8,1,3,2,0,1,1,1,16.9
0,1,7.53,0,4.8,1.1,83.9,6.8,9.0,4.2,2,1,0,1,2,0,1,16.79
4,1,7.72,2,4.1,3.9,61.0,5.5,2.8,3.6,1,2,1,1,0,2,1,13.76
6,2,6.97,0,4.0,4.7,80.6,6.4,5.7,3.7,1,4,1,0,0,1,0,17.31
3,1,6.95,0,3.9,5.4,70.9,6.8,3.3,4.9,3,2,0,0,1,1,0,17.31
3,2,6.23,0,3.0,3.4,62.1,6.4,1.9,5.6,1,3,1,2,1,0,0,17.31
4,0,7.13,1,6.1,7.0,57.7,6.9,5.4,1.5,0,1,1,0,1,1,1,18.03
5,1,8.53,0,4.4,4.1,57.0,9.0,6.4,7.2,1,3,3,0,0,0,1,16.16
5,1,6.86,1,6.2,6.9,66.2,9.7,5.6,6.2,0,4,1,0,0,1,1,18.94
5,1,7.36,0,6.3,2.0,62.7,6.5,3.6,4.5,3,5,3,0,0,1,1,16.95
1,2,7.09,0,5.7,5.7,58.6,5.2,3.9,2.9,0,1,1,0,1,2,1,14.56
6,1,6.46,0,6.4,6.1,50.8,6.2,4.2,0.8,1,1,1,1,0,2,1,16.95
1,1,6.82,0,5.6,6.0,65.6,5.9,0.6,3.0,3,0,0,0,0,1,1,20.27
0,2,7.23,2,8.2,5.8,58.3,4.3,5.9,3.3,0,2,2,3,0,0,0,17.31
6,1,6.7,0,5.6,5.7,51.5,5.1,6.2,7.2,2,4,4,0,0,1,1,18.88
5,1,6.53,0,7.7,4.2,45.4,4.4,4.3,0.2,1,2,1,0,0,0,0,17.31
3,2,5.37,0,6.9,4.2,49.5,5.7,2.0,3.3,1,4,1,1,0,1,1,14.2
1,1,7.89,0,7.7,7.2,54.5,6.7,3.0,4.8,1,3,4,0,0,3,1,19.68
1,2,6.37,0,8.2,6.2,74.3,4.6,3.5,4.1,1,2,1,0,0,1,1,15.98
5,1,6.41,0,4.1,5.3,64.1,5.5,4.3,5.1,3,1,4,1,0,1,0,17.31
0,2,6.93,2,5.1,5.8,60.3,6.5,3.9,2.2,2,0,1,0,1,1,0,17.31
1,2,7.28,0,5.3,7.9,59.9,8.2,7.0,1.7,1,3,1,0,1,1,0,17.31
1,2,6.49,1,5.5,4.4,41.8,6.1,9.2,2.9,2,0,4,3,1,0,0,17.31
4,1,8.8,1,8.2,5.5,61.3,6.8,2.7,4.1,0,4,1,0,0,1,1,17.28
1,2,8.16,0,5.6,6.2,60.4,5.4,2.8,4.3,0,2,0,1,0,0,1,15.26
5,2,6.81,0,5.5,1.7,62.9,7.6,3.6,3.3,0,0,1,0,0,0,1,10.4
4,1,7.56,0,6.7,5.9,71.0,6.0,3.0,3.2,1,2,3,0,0,2,1,16.93
1,0,6.07,0,5.6,4.0,58.3,7.3,5.7,4.5,0,2,4,0,0,1,1,17.72
1,1,7.8,0,5.8,4.8,65.7,5.8,4.9,4.6,0,3,4,0,0,2,1,15.92
2,2,7.17,3,6.2,7.6,36.5,5.5,5.8,0.8,1,1,0,0,1,1,1,19.38
3,1,5.47,1,6.0,5.1,63.7,7.1,4.9,3.6,0,3,1,2,0,0,0,17.31
3,2,6.61,0,4.8,4.2,58.5,6.0,6.1,3.9,2,2,1,2,0,2,1,16.55
5,1,5.87,0,6.3,8.1,65.5,5.7,2.6,2.8,1,1,3,0,0,1,1,18.56
2,1,8.02,1,5.9,7.5,73.7,6.2,2.4,5.8,1,1,2,3,0,1,0,17.31
2,2,5.78,0,5.5,4.5,84.4,4.7,3.8,1.3,2,3,0,1,0,2,1,14.94
5,0,6.09,1,5.3,6.2,69.1,6.3,4.1,4.2,2,2,1,0,2,0,1,19.72
3,2,6.04,0,7.0,5.4,65.9,5.3,5.1,3.9,0,2,4,0,1,0,1,13.51
1,2,6.8,2,4.4,8.8,68.8,6.3,9.4,4.7,1,1,3,1,1,0,1,18.22
5,2,6.82,0,5.7,2.5,74.6,4.4,4.8,6.8,0,3,1,3,0,2,0,17.31
0,1,6.49,0,5.3,10.0,84.4,5.7,6.1,3.8,1,4,3,1,0,1,1,19.41
6,2,6.92,0,8.9,3.8,59.6,5.8,3.1,3.5,0,2,1,1,0,0,1,17.88
2,1,6.57,2,7.3,4.7,50.5,4.4,6.6,3.9,0,3,2,1,2,3,1,17.17
1,1,7.4,1,8.0,4.7,58.1,4.4,4.1,4.7,3,2,0,0,0,2,1,19.9
6,1,7.86,0,5.1,6.7,66.5,7.0,4.3,2.1,1,1,3,1,1,3,0,17.31
1,0,7.59,0,4.2,3.5,72.9,6.0,3.2,5.1,1,1,2,0,0,0,1,15.7
6,1,7.04,0,6.4,5.7,61.4,6.5,6.7,3.9,1,2,1,3,0,0,1,16.71
1,2,6.92,0,7.8,6.7,68.2,7.4,0.0,1.6,0,0,1,0,0,3,1,12.88
1,1,6.41,1,8.0,7.7,66.1,7.6,6.2,7.4,2,3,1,2,0,2,0,17.31
1,1,7.99,0,3.8,3.2,51.1,8.0,4.4,0.2,1,4,0,0,1,2,0,17.31
4,2,6.88,2,4.9,6.0,73.4,3.8,4.0,6.8,0,2,3,2,0,1,0,17.31
5,1,8.47,0,5.8,5.1,77.2,6.7,5.0,1.6,1,4,4,2,0,2,1,17.66
0,2,8.66,0,9.2,5.4,61.7,5.9,4.5,4.2,0,4,1,0,0,0,1,20.09
2,2,5.59,2,8.5,5.6,56.4,7.4,2.8,6.2,1,2,2,1,1,2,1,18.54
3,0,8.09,0,2.1,4.3,76.4,4.6,6.1,0.6,1,1,0,1,2,0,0,17.31
3,2,6.63,1,6.2,7.1,73.6,5.8,3.8,5.3,0,1,0,2,0,0,1,16.08
5,1,7.43,0,6.5,5.3,61.5,5.7,6.3,4.0,0,2,2,0,0,1,0,17.31
1,2,6.86,2,8.9,5.2,56.9,5.0,2.9,5.9,0,1,1,2,0,0,1,16.61
2,1,6.13,1,7.1,7.6,74.0,5.8,2.8,5.2,1,2,1,1,0,1,1,17.99
1,0,8.09,1,4.3,2.3,67.1,5.7,2.3,1.9,0,2,1,2,0,1,1,14.52
2,2,6.34,1,7.0,7.7,57.4,8.1,4.5,5.3,2,2,0,1,0,1,1,20.04
1,1,8.55,0,7.7,7.3,68.8,4.9,5.2,6.0,2,1,2,0,0,1,0,17.31
5,2,6.69,0,6.1,4.3,70.5,7.8,2.4,3.1,1,1,1,1,0,1,1,13.46
0,2,7.11,1,6.3,4.7,50.3,6.3,2.2,4.8,2,0,2,1,1,1,0,17.31
2,1,7.72,0,5.4,6.1,84.0,6.6,5.3,5.2,0,2,2,1,1,1,1,14.13
1,1,7.67,0,7.7,2.7,45.6,4.6,1.6,4.4,0,3,0,3,0,3,1,12.08
0,0,8.07,1,3.2,4.6,59.6,4.9,4.0,3.0,1,4,1,0,0,1,1,18.3
2,1,7.83,0,6.1,10.0,64.8,6.6,3.4,3.3,0,3,1,0,0,0,1,19.63
0,2,6.77,0,8.0,6.8,59.7,5.7,4.4,5.1,1,1,0,1,0,2,0,17.31
4,1,6.88,1,7.4,5.8,43.8,7.9,3.1,3.3,2,3,2,0,0,0,1,19.37
4,1,7.85,0,4.7,6.2,72.7,6.9,4.1,3.0,0,2,4,1,0,1,1,13.69
6,2,7.02,0,4.8,4.9,49.7,6.0,2.8,5.2,1,3,1,1,0,1,0,17.31
4,1,6.58,0,6.6,7.6,72.5,5.0,5.3,4.4,1,2,2,0,1,0,0,17.31
0,2,6.97,0,8.8,5.0,80.3,4.7,0.8,3.0,1,3,2,1,0,0,1,15.85
2,2,5.71,0,4.4,5.3,62.6,7.9,2.7,5.2,1,4,0,1,0,0,0,17.31
1,2,6.78,1,8.3,1.7,74.1,8.4,4.1,4.5,0,3,1,1,0,1,1,13.5
3,2,6.76,0,6.6,7.2,55.0,6.1,2.3,5.2,1,3,2,1,1,1,1,16.32
2,2,6.91,1,5.4,3.6,61.0,6.0,2.7,2.5,1,1,0,0,1,1,1,12.6
5,1,7.26,0,7.1,7.5,53.2,7.4,4.8,2.8,1,2,0,1,0,2,1,18.76
6,2,7.58,1,5.1,5.4,74.5,3.7,5.5,5.4,0,4,0,2,0,0,1,15.42
4,0,8.72,1,7.6,2.1,60.4,6.5,3.8,5.2,1,2,2,1,1,1,1,19.6
3,2,6.5,0,9.0,6.2,75.3,6.8,7.6,3.9,0,3,0,2,0,3,0,17.31
1,1,6.71,0,5.7,7.6,83.5,4.6,2.4,5.8,1,1,1,2,0,0,1,15.92
6,2,7.03,0,4.6,8.0,47.9,6.8,5.3,1.3,1,1,0,1,0,0,1,17.1
3,1,6.37,0,7.0,6.3,56.7,6.2,4.0,5.1,1,3,3,0,0,2,1,16.3
0,2,8.57,0,9.1,5.9,76.2,5.7,7.2,2.6,1,0,3,0,2,1,1,18.81
1,0,7.58,0,4.7,4.2,74.2,5.9,1.9,1.7,2,3,2,0,0,3,1,18.07
2,2,6.16,0,3.8,5.4,58.5,4.7,4.6,1.0,3,1,1,0,0,0,0,17.31
2,2,6.34,0,7.9,2.8,79.1,6.1,0.6,4.3,2,1,1,0,0,1,1,13.67
4,2,6.27,1,6.8,6.1,63.0,4.6,5.3,5.3,0,2,2,0,1,2,0,17.31
0,1,8.06,2,9.0,4.3,73.9,6.3,3.5,1.6,0,4,1,0,1,2,0,17.31
3,1,7.45,1,5.6,6.7,59.7,3.8,5.2,5.0,1,3,1,0,0,1,1,15.31
5,1,9.06,1,7.8,9.7,43.9,5.2,0.0,2.7,0,4,0,0,1,0,1,20.72
4,1,4.21,0,5.8,7.3,51.8,6.7,2.0,1.4,2,2,2,2,1,1,1,14.06
1,0,8.64,0,6.8,4.6,58.7,6.8,3.0,6.8,1,1,1,1,0,2,0,17.31
2,1,5.1,0,5.8,3.5,50.9,9.0,4.6,5.5,0,1,3,0,2,0,0,17.31
5,2,6.09,2,8.0,7.9,72.5,4.8,1.9,4.7,1,1,2,0,1,1,0,17.31
2,0,7.44,1,6.8,6.7,71.4,6.2,5.3,0.1,1,1,1,0,1,0,1,17.43
4,1,6.54,0,7.9,4.9,80.8,6.8,2.4,6.1,0,5,3,0,1,0,1,15.9
0,2,6.28,3,7.6,6.5,66.8,5.7,2.2,1.8,0,3,2,0,2,3,0,17.31
6,0,8.2,0,8.6,5.9,57.5,6.9,2.2,4.2,1,0,1,0,0,1,0,17.31
2,1,8.35,0,3.5,2.2,59.9,6.1,2.7,6.9,0,2,3,1,0,1,1,11.95
5,0,8.33,1,7.2,5.4,74.8,5.1,4.4,3.8,0,2,3,0,0,0,1,20.21
1,2,7.23,1,7.3,2.7,45.4,3.8,3.8,2.6,3,0,3,0,0,1,1,15.8
1,2,7.06,0,6.5,5.4,65.5,5.1,4.8,6.9,0,1,0,0,0,1,1,14.5
3,2,5.37,1,5.2,4.7,71.6,6.7,4.2,2.2,1,4,1,0,0,2,0,17.31
5,2,6.48,0,5.4,5.8,68.4,3.6,7.3,6.2,1,2,0,1,0,0,0,17.31
2,1,6.36,0,6.1,7.3,60.9,4.9,3.7,5.4,0,5,0,2,0,3,1,17.0
1,2,7.99,3,6.3,8.8,68.2,6.2,6.5,6.3,1,1,1,0,1,0,0,17.31
0,2,8.0,1,8.8,4.6,62.2,7.1,0.4,4.8,0,4,1,1,0,1,1,16.31
3,2,6.08,0,6.3,4.9,69.1,8.4,4.8,0.7,1,2,2,0,2,3,1,14.03
2,2,5.51,3,7.0,5.6,70.8,9.5,6.0,3.9,0,4,1,1,0,0,0,17.31
5,1,8.99,1,5.4,4.5,60.0,7.4,5.8,4.4,1,2,0,1,0,2,1,17.85
5,1,9.33,0,5.2,5.6,62.8,4.9,3.0,4.7,2,1,3,0,1,1,1,17.56
6,1,6.26,2,7.0,4.4,62.6,5.5,4.8,7.5,2,1,3,1,0,2,1,19.41
6,0,6.33,0,5.1,4.1,58.5,5.9,5.9,6.0,0,4,2,0,0,1,1,18.28
3,0,7.1,0,5.2,2.9,53.9,6.8,0.3,2.7,0,3,2,1,1,0,1,13.65
1,1,7.74,0,5.1,5.6,28.9,3.3,4.7,3.1,3,1,3,2,0,2,1,20.11
5,2,7.69,0,5.9,6.1,65.5,3.1,4.8,2.1,2,2,1,2,0,0,1,17.78
5,2,6.0,0,5.1,5.6,67.6,5.0,2.6,5.4,2,1,1,0,1,0,0,17.31
2,2,8.47,0,4.1,2.8,62.4,7.1,6.3,6.6,0,2,1,0,2,0,0,17.31
